"Keyword","Scopus","IFSMS"
"POINT OF CARE",NA,1
"POINT OF CARE DEVICES",NA,1
"POISON CONTROL",NA,1
"POISONOUS",NA,1
"POISONS CENTRES",NA,1
"POLAR BONDED STATIONARY PHASES",NA,1
"POLAR CHEMICALLY BONDED STATIONARY PHASES",NA,1
"POLAR IONIC MOBILE PHASE",NA,1
"POLAR ORGANIC CHEMICAL INTEGRATIVE SAMPLER",NA,1
"POLAR STATIONARY PHASES",NA,1
"POLAR STIMULANTS",NA,1
"POLAROGRAPHIC DETERMINATION",NA,1
"POLICE STRATEGIES",NA,1
"POLICE WORK",NA,1
"POLICY ANALYSIS",NA,2
"POLICY IMPACT",NA,1
"POLISH MYCOBIOTA",NA,1
"POLLEN GRAINS",NA,1
"POLONOVSKI REACTION",NA,2
"POLY(2,4,6-TRIAMINOPYRIMIDINE)",NA,1
"POLY(CTAB)",NA,1
"POLY(DIMETHYLSILOXANE)",NA,1
"POLY(ETHYLENE GLYCOL)",NA,1
"POLY(METHACRYLIC ACID-ETHYLENE GLYCOL DIMETHACRYLATE) MONOLITH MICROEXTRACTION",NA,1
"POLY(METHACRYLIC ACID-ETHYLENE GLYCOL DIMETHACRYLATE) MONOLITIC CAPILLARY COLUMN",NA,1
"POLY(METHYL-3,3,3-TRIFLUOROPROPYLSILOXANE)",NA,1
"POLY(MIMEOBS)-NI NANOCOMPOSITE",NA,1
"POLY(NILE BLUE A)",NA,1
"POLY(PYRROLE)S",NA,1
"POLY(STYRENE-DIVINYLBENZENE)",NA,1
"POLYACRYLAMIDE-COATED CAPILLARIES",NA,1
"POLYACRYLAMIDE-COATED COLUMNS",NA,2
"POLYACRYLONITRILE NANOFIBER",NA,1
"POLYCAPROLCATONE",NA,1
"POLYCONSUMPTION",NA,1
"POLYCYSTIC OVARIAN SYNDROME",NA,1
"POLYDIACETYLENE",NA,1
"POLYDIACETYLENE NANOSHEET",NA,1
"POLYDOPAMINE",NA,1
"POLYDURAMIDE",NA,1
"POLYETHYLENE OXIDE",NA,1
"POLYGALACTURONIC ACID",NA,1
"POLYHYDROXYBUTYRIC ACID",NA,1
"POLYMELAMINE FORMALDEHYDE",NA,1
"POLYMER-BOUNDED DRUG",NA,1
"POLYMERASE CHAIN REACTION-RESTRICTION FRAGMENT LENGTH POLYMORPHISM (PCR-RFLP)",NA,1
"POLYMERIC EXTRACTION CARTRIDGES",NA,1
"POLYMERIC IONIC LIQUIDS",NA,1
"POLYMERIC MATERIALS",NA,1
"POLYMERIC REAGENTS",NA,1
"POLYMERIC STRONG CATION EXCHANGE SORBENT",NA,1
"POLYMERIC SURFACTANT",NA,2
"POLYMETHACRYLATE ZWITTERIONIC MONOLITHIC COLUMNS",NA,1
"POLYMORPH",NA,2
"POLYMORPH IDENTIFICATION",NA,1
"POLYMORPHISM AND PSEUDOPOLYMORPHISM",NA,1
"POLYPHENOL",NA,5
"POLYPLOIDY",NA,1
"POLYSACCHARIDE-BASED CHIRAL STATIONARY PHASE",NA,1
"POLYSACCHARIDE-BASED STATIONARY PHASE",NA,1
"POLYSACCHARIDE STATIONARY PHASE",NA,3
"POLYSACCHARIDES",NA,1
"POLYSODIUM-N-UNDECENOYL-D-VALINATE",NA,1
"POLYTHIOPHENE",NA,1
"POLYTYRAMINE",NA,1
"POLYUNSATURATED FATTY ACIDS",NA,1
"POLYVINYL ALCOHOL",NA,2
"POOLED CALIBRATIONS",NA,1
"POOLED URINE ANALYSIS",NA,1
"POPPER",NA,1
"POPPY",NA,6
"POPPY ALKALOIDS",NA,1
"POPPY ANALYSIS",NA,1
"POPPY CAPSULES",NA,1
"POPPY SEED OIL",NA,2
"POPPY STRAW",NA,2
"POPPY, PAPAVER SOMNIFERUM L.",NA,1
"POPULATION ASSESSMENT",NA,1
"POPULATION HARM",NA,1
"POPULATION SAMPLE",NA,1
"POPULATION SURVEY",NA,1
"PORCINE MUSCLE",NA,1
"PORK",NA,1
"PORK MUSCLE",NA,1
"POROUS GRAPHENE",NA,1
"POROUS GRAPHITIZED CARBON",NA,1
"POROUS SILICON",NA,2
"PORTABLE ANALYSIS",NA,1
"PORTABLE CAPILLARY ELECTROPHORESIS",NA,1
"PORTABLE DIAGNOSTICS",NA,1
"PORTABLE GAS CHROMATOGRAPHY-MICROFLAME IONIZATION DETECTOR",NA,1
"PORTABLE GC–MS",NA,1
"PORTABLE INSTRUMENT",NA,1
"PORTABLE MASS SPECTROMETER",NA,1
"PORTABLE MASS SPECTROMETRY (MS)",NA,1
"PORTABLE METER",NA,1
"PORTABLE RAMAN, FT-IR UNITS IN PHARMACEUTICALS, FOR ID, COUNTERFEIT DETECTION",NA,1
"POSITION-SPECIFIC ISOTOPE",NA,1
"POSITIONAL SPECIFICITY",NA,1
"POSITIVE",NA,1
"POST-COLUMN DERIVATIZATION",NA,1
"POST-MARKETING SURVEILLANCE",NA,2
"POST-TARGETED ANALYSIS",NA,1
"POSTGRADUATE STUDENTS",NA,1
"POSTMARKETING SURVEILLANCE SYSTEM",NA,1
"POSTMORTEM BLOOD CONCENTRATIONS",NA,1
"POTABLE NIRS",NA,1
"POTASSIUM PERMANGANATE",NA,7
"POTENTIAL CHEMOTHERAPEUTIC",NA,1
"POTENTIAL ENERGY DISTRIBUTION",NA,1
"POTENTIAL MODULATION",NA,1
"POTENTIOMETRIC DETECTION",NA,1
"POTENTIOMETRIC MEMBRANE ELECTRODES",NA,1
"POTENTIOMETRIC SENSOR",NA,2
"POTENTIOMETRIC TITRATION",NA,1
"POWDER BLEND HOMOGENEITY",NA,1
"POWDER COLLECTION",NA,1
"POWDER FORM",NA,1
"POWDER IDENTIFICATION",NA,1
"POWDER TECHNOLOGY",NA,1
"POWDER XRD",NA,1
"POWERPLEXÃƑÂ€ŠÃ‚Â® 16",NA,1
"POWERPLEXÃƑÂ€ŠÃ‚Â® Y",NA,1
"PPA(N)-2201",NA,1
"PPCPS",NA,1
"PPE",NA,1
"PRACTICAL RELEVANCE OF PATTERN UNIQUENESS",NA,1
"PRE-PRECURSOR",NA,1
"PRECONCENTRATION OF MORPHINE AND CODEINE",NA,1
"PRECURSOR-ION SCAN",NA,1
"PRECURSOR CHEMICAL",NA,1
"PRECURSOR CHEMICAL LEGISLATION",NA,1
"PRECURSOR CHEMICAL REGULATION",NA,2
"PRECURSOR ION SCAN",NA,2
"PRECURSOR/PRODUCT RELATIONSHIP",NA,1
"PREFERENTIAL SOLVATION",NA,2
"PREMORTEM",NA,1
"PREPARATIVE",NA,1
"PREPARATIVE ENANTIOSEPARATION",NA,1
"PREPARATIVE HIGH PERFORMANCE LIQUID CHROMATOGRAPHY",NA,1
"PREPARATIVE SCALE",NA,1
"PRESCREENING",NA,1
"PRESCRIBING DRUGSÃ¢Â‚¬Â„¢ ABUSE",NA,1
"PRESCRIPTION ABUSE",NA,1
"PRESCRIPTION DRUG MONITORING",NA,1
"PRESCRIPTION MEDICATION USE",NA,1
"PRESCRIPTION MISUSE",NA,1
"PRESCRIPTION OPIOID ABUSE",NA,3
"PRESCRIPTION OPIOID ANALGESIC",NA,2
"PRESCRIPTION OPIOID OVERDOSE",NA,1
"PRESCRIPTION OPIOIDS",NA,3
"PRESCRIPTION PAIN MEDICATION",NA,1
"PRESSURIZED CAPILLARY ELECTROCHROMATOGRAPHY",NA,1
"PRESSURIZED HOT WATER EXTRACTION",NA,1
"PRESUMPTIVE COLOUR TESTS",NA,1
"PRETERM BIRTH",NA,1
"PRETREATMENT-FREE",NA,1
"PREVALENT TREND",NA,1
"PRICE",NA,4
"PRIMARY SCREENING",NA,1
"PRINCIPAL COMPONENT REGRESSION",NA,1
"PRINCIPLE COORDINATE ANALYSIS",NA,2
"PRINCIPLE OF IDENTICAL TREATMENT",NA,1
"PRIOR AUTHORIZATION",NA,1
"PRIOR INFORMATION",NA,1
"PRIOR PROBABILITY SHIFT",NA,1
"PRIORITY CONTAMINANTS, EMERGING CONTAMINANTS, HIGH RESOLUTION, PESTICIDES, PHARMACEUTICALS, PERSONAL CARE PRODUCTS",NA,1
"PRO- AND ANTIOXIDANT ACTIVITY (LPO, NO2 Ã¢Ë†Â€™, TOTAL SOD, AND CAT)",NA,1
"PRO-DRUG",NA,1
"PRO-LONGED RELEASE",NA,1
"PROACTIVE POLICING",NA,1
"PROAPORPHINE HETERODIMERS",NA,1
"PROBABILITY DENSITY FUNCTION",NA,1
"PROBE ELECTROSPRAY",NA,1
"PROBLEM-ORIENTED POLICING",NA,1
"PROBLEM SOLVING",NA,1
"PROCAINE HCL",NA,2
"PROCESS-RELATED IMPURITIES",NA,1
"PROCESS ANALYTICAL TECHNOLOGIES (PAT)",NA,1
"PROCESS ANALYTICS TECHNOLOGY",NA,1
"PROCESS DEVELOPMENT",NA,1
"PROCESS EFFICIENCY",NA,1
"PROCESS IMPROVEMENT",NA,1
"PROCESS IMPURITIES",NA,1
"PROCESSED SAMPLES",NA,1
"PRODRUG",NA,1
"PRODUCT AND PROCESS UNDERSTANDING - IN PHARMACEUTICAL INDUSTRY, AND PAT INITIATIVE AND QBD, LAUNCHED BY U.S. FDA",NA,1
"PRODUCT ION",NA,1
"PRODUCT ION SPECTROMETRY",NA,1
"PRODUCT ION SPECTROMETRY OF CYCLOPROPOYLINDOLES",NA,1
"PROFILE",NA,1
"PROFILING ANALYSIS",NA,3
"PROGESTERONE",NA,2
"PROGESTOGENS",NA,2
"PROHIBITION",NA,2
"PROPANE EXTRACTION",NA,1
"PROPER ENRICHMENT",NA,1
"PROPERTY PREDICTION",NA,1
"PROPOFOL LONG-TERM MONITORING",NA,1
"PROPRIETARY CHINESE MEDICINES",NA,1
"PROPYL CANNABINOIDS",NA,1
"PROPYLPARABEN",NA,1
"PROSOLVÃ‚Â®",NA,1
"PROSPECTIVE MONITORING",NA,1
"PROTEIN ANALYSIS",NA,1
"PROTOALKALOIDS",NA,1
"PROTON-TRANSFER-REACTION",NA,1
"PROTON INDUCED _-RAY EMISSION",NA,1
"PROTON NMR",NA,1
"PROTON NUCLEAR MAGNETIC RESONANCE",NA,1
"PROTON TRANSFER REACTION MASS SPECTROMETRY (PTR-MS)",NA,1
"PROTONATION",NA,1
"PROVENANCE DETERMINATION",NA,1
"PS9",NA,1
"PSBA-TRNH",NA,1
"PSEUDO-EPHEDRINE",NA,1
"PSEUDO-STATIONARY PHASE",NA,1
"PSEUDO-STATIONARY PHASES",NA,2
"PSEUDOCOCAINE",NA,1
"PSEUDOEPHEDRINE HYDROCHBRIDE",NA,1
"PSEUDOEPHEDRINE HYDROCHLORIDE",NA,4
"PSEUDOEPHEDRINE SULFATE",NA,2
"PSEUDOMORPHINE",NA,2
"PSEUDOS",NA,1
"PSI",NA,1
"PSILOCYBE MERDARIA",NA,1
"PSILOCYBE SEMILANCEATA",NA,2
"PSYCHEDELIC DRUG USE",NA,1
"PSYCHIATRIC DISTURBANCES",NA,1
"PSYCHIATRIC PHARMACEUTICALS",NA,1
"PSYCHOACTIVE COMPOUNDS",NA,4
"PSYCHOACTIVE DESIGNER DRUG",NA,1
"PSYCHOACTIVE DRUG MARKETING",NA,1
"PSYCHOACTIVE EFFECTS",NA,1
"PSYCHOACTIVE HERBAL PRODUCTS",NA,1
"PSYCHOACTIVE PHARMACEUTICALS",NA,3
"PSYCHOACTIVE SUBSTANCES ACT, 2016",NA,1
"PSYCHOACTIVE SUBSTANCES ACT, NEW ZEALAND",NA,1
"PSYCHOACTIVE TRYPTAMINE",NA,1
"PSYCHONAUT PROJECT",NA,1
"PSYCHONAUTS",NA,1
"PSYCHOSTIMULANT CONSUMERS",NA,1
"PSYCHOSTIMULANT USE",NA,1
"PSYCHOTOMIMETIC ACTIVITY",NA,1
"PSYCHOTRIA BRACHYBOTRYA",NA,1
"PSYCHOTRIA VIRIDIS",NA,3
"PSYCHOTROPIC CONVENTION",NA,1
"PSYCHOTROPIC ILLICIT DRUGS",NA,1
"PSYCHOTROPIC PHARMACEUTICALS",NA,1
"PSYCHOTROPIC PLANTS",NA,2
"PSYCHOTROPIC TERPENOID",NA,1
"PT-PD-DOPED NIO NANOPARTICLE-DECORATED SINGLE-WALL CARBON NANOTUBES",NA,1
"PT DOPED NIO NANOPARTICLES",NA,1
"PT NANOPARTICLES",NA,1
"PTEROCARPUS",NA,1
"PTRI",NA,1
"PUBLIC POLICY",NA,2
"PUERARIN",NA,1
"PULMONARY ABSCESS",NA,1
"PULSE POTENTIOSTATIC METHOD",NA,1
"PULSE REGIME",NA,1
"PULSE SEQUENCES",NA,1
"PULSED LASER",NA,1
"PULSED RESONANT PHOTOACOUSTICS",NA,1
"PULSED SPLITLESS MODE",NA,1
"PUMP-PROBE TECHNIQUE",NA,1
"PURE NUCLEAR QUADRUPOLE RESONANCE",NA,1
"PURGE",NA,1
"PURITY ASSESSMENT",NA,1
"PURITY ASSIGNMENT",NA,1
"PURITY DETERMINATION",NA,2
"PUTRESCINE N-METHYLTRANSFERASE",NA,1
"PVP",NA,2
"PXRD",NA,1
"PY-GC/MS",NA,1
"PY-MS",NA,1
"PYRAZOLE",NA,2
"PYRAZOLE-CARBOXAMIDE DERIVATIVE",NA,3
"PYRAZOLO[1,5-A]PYRIMIDINES",NA,1
"PYRAZOLOPYRIDINE",NA,1
"PYREXIA",NA,1
"PYRIDAZINE",NA,1
"PYRIDOXAL 5Ã¢Â‚¬Â²-PHOSPHATE",NA,1
"PYRIMIDINE",NA,1
"PYROLYSIS-GAS CHROMATOGRAPHY",NA,2
"PYROVALERONE CATHINONES",NA,1
"PYRROLIDINE ANALOGUE",NA,1
"PYRROLIDINYL SUBSTITUTED CATHINONES",NA,1
"PYRUVATE DECARBOXYLASE",NA,2
"PZT",NA,1
"Q-ABSORPTION RATIO METHOD",NA,1
"Q-NMR",NA,1
"Q-ORBITRAP-MS",NA,1
"Q-TOF MS",NA,1
"Q-TRAP",NA,1
"QAT",NA,2
"QBD",NA,1
"QHNMR",NA,1
"QIANSHAN HUOXUE PLASTER",NA,1
"QQQ",NA,1
"QSRR",NA,1
"QSTR",NA,1
"QUADRUPOLE TIME-OF-FLIGHT TANDEM MASS SPECTROMETRY",NA,1
"QUALIFICATION",NA,3
"QUALIFY AND QUANTIFY",NA,1
"QUALITATION",NA,1
"QUALITATIVE COMPARISON",NA,1
"QUALITATIVE IDENTIFICATION",NA,1
"QUALITATIVE METHODS",NA,1
"QUALITATIVE MODEL",NA,1
"QUALITATIVE STUDY",NA,1
"QUALITATIVE VALIDATION",NA,1
"QUALITY",NA,6
"QUALITY-OF-LIFE",NA,1
"QUALITY CONTROL OF INTACT DOSAGE FORMS",NA,1
"QUALITY TESTING",NA,1
"QUALITY VERIFICATION",NA,1
"QUANTITATIVE CE",NA,1
"QUANTITATIVE COMPARISON",NA,1
"QUANTITATIVE DETERMINATION OF TESTOSTERONE",NA,1
"QUANTITATIVE IMPURITY PROFILING",NA,1
"QUANTITATIVE MODEL",NA,1
"QUANTITATIVE NMR",NA,5
"QUANTITATIVE NMR SPECTROSCOPY",NA,1
"QUANTITATIVE NUCLEAR MAGNETIC RESONANCE",NA,1
"QUANTITATIVE STRUCTURE-ACTIVITY RELATIONSHIP",NA,1
"QUANTITATIVE STRUCTURE-RETENTION RELATIONSHIPS (QSRRS)",NA,4
"QUANTUM CHEMICAL AND CHEMOMETRIC METHODS",NA,1
"QUARTZ CRYSTAL",NA,2
"QUARTZ CRYSTAL MICROBALANCE",NA,1
"QUARTZ CRYSTAL MICROBALANCE (QCM)",NA,1
"QUERCETIN",NA,1
"QUETIAPINE METABOLITES",NA,1
"QUICK-ACTION ANTI-MOTION CAPSULES",NA,1
"QUICKBIRD-2",NA,1
"QUINAPRIL HYDROCHLORIDE",NA,1
"QUINAZOLINONE",NA,1
"QUINOLIZIDINE",NA,1
"R AND S-AMPHETAMINE",NA,1
"R&D ADVANCEMENT",NA,1
"RACEMATE",NA,2
"RACEMIC REAGENT",NA,1
"RACIAL DISCRIMINATION",NA,1
"RADARS",NA,1
"RADARS SYSTEM",NA,1
"RADIANTÃ¢Â€ŽÂ¢ GREEN",NA,1
"RADIATION",NA,3
"RADICAL COUPLING",NA,1
"RADICAL CYCLIZATION",NA,1
"RADICAL SITE",NA,1
"RADICALS",NA,1
"RADIOACTIVE ISOTOPES",NA,1
"RADIOCARBON DATING",NA,1
"RADIOIODINATION",NA,1
"RADIUS BASIS FUNCTION NEURAL NETWORK",NA,1
"RAFFINOSE FAMILY OLIGOSACCHARIDES",NA,1
"RAMAN-SEM/EDX",NA,1
"RAMAN ANALYSIS",NA,1
"RAMAN AND NMR SPECTROSCOPIES",NA,1
"RAMAN CHEMICAL IMAGING, DETECTION OF TRACE QUANTITIES OF EXPLOSIVES",NA,1
"RAMAN HANDHELD DEVICES",NA,1
"RAMAN IN FORENSIC DRUGS CASEWORK",NA,1
"RAMAN SAMPLING SYSTEMS",NA,1
"RAMAN SCATTERING METHODS",NA,1
"RAMAN SCATTERING, DETECTION OF BULK SEIZURES OF SAMPLES AND ROAD SIDE TESTING",NA,1
"RAMAN SERS",NA,1
"RAMAN SPECTRA OF THREE MEMBERS OF THE ECSTASY FAMILY",NA,1
"RAMAN SPECTROSCOPY FOR ANALYSIS OF COUNTERFEIT TABLETS",NA,1
"RAMAN SPECTROSCOPY, FOR HAZMAT, LAW ENFORCEMENT, LIMITING EXPOSURE TO UNKNOWNS",NA,1
"RAMAN SPECTRUM OF INTACT",NA,1
"RAMAN, IN CHARACTERISING PHARMACEUTICAL TABLETS, AS GENUINE, COUNTERFEIT",NA,1
"RANDOM AMPLIFIED MICROSATELLITES",NA,1
"RANDOM FOREST",NA,1
"RANDOM SEARCH",NA,1
"RANDOMLY AMPLIFIED POLYMORPHIC DNA",NA,1
"RANKING",NA,1
"RAPD ANALYSIS",NA,2
"RAPID ASSESSMENT",NA,1
"RAPID DETECTION",NA,2
"RAPID DETECTION BY DARTÃ¢Â‚¬Â€ŒTOF-MS",NA,1
"RAPID PURIFICATION",NA,1
"RAPID RESOLUTION LIQUID CHROMATOGRAPHY-ELECTROSPRAY IONIZATION MASS SPECTROMETRY (RRLC-ESI-MS)",NA,1
"RAPID SCREENING OF MEDICINES FOR COUNTERFEITS",NA,1
"RAPID SPME",NA,1
"RAT POISON",NA,1
"RATE CONSTANT",NA,1
"RATE OF HYDROLYSIS",NA,1
"RATIO-SPECTRA DERIVATIVE SPECTROPHOTOMETRY",NA,2
"RATIO SPECTRAL DERIVATIVE",NA,1
"RATIONAL CHOICE THEORY",NA,1
"RAW MATERIAL IDENTIFICATION AND CHARACTERIZATION",NA,1
"RAW MILK",NA,1
"RAYLEIGH FRACTIONATION",NA,1
"RBCL LOCUS",NA,1
"RCS-4",NA,1
"RD",NA,1
"RDF",NA,1
"RDNA",NA,1
"RDNA INTERNAL TRANSCRIBED SPACER (ITS)",NA,2
"REACTION ENDPOINT DETERMINATION",NA,1
"REACTION INTERMEDIATES",NA,1
"REACTIVE INTERMEDIATES",NA,1
"REACTIVE MATRIX",NA,1
"REACTIVE METABOLITES",NA,1
"REACTIVITY",NA,2
"REAGENT STORAGE",NA,1
"REAGENTS REUSE",NA,1
"REAL CHALLENGE",NA,1
"REAL CHALLENGE, EVIDENCE BY SKILLFUL, OBJECTIVE PEOPLE, SERVING CAUSE OF JUSTICE",NA,1
"REAL EXPOSURE",NA,1
"REAL SAMPLES",NA,1
"REAL TIME NEUTRON RADIOGRAPHY",NA,1
"REARRANGEMENT",NA,1
"RECEIVER GAIN",NA,1
"RECEIVER GAIN FUNCTION",NA,1
"RECEIVER OPERATING CHARACTERISTICS (ROC)",NA,1
"RECENT PAST",NA,1
"RECENT TREND OF ABUSE",NA,1
"RECOGNITION ELEMENTS",NA,1
"RECOMBINED YEAST",NA,1
"RECREATIONAL",NA,1
"RECREATIONAL SUBSTANCE USE",NA,1
"RECREATIVE DRUGS",NA,1
"RECRUITMENT METHODS",NA,1
"RED WINES",NA,1
"REDOX-RECYCLING",NA,1
"REDUCED DIMENSIONALITY",NA,1
"REDUCTIVE ELIMINATION",NA,1
"REEVALUATION OF MORPHINE",NA,1
"REFERENCE EXTRACTS",NA,1
"REFERENCE POPULATION",NA,2
"REFERENCE RAMAN SPECTRA",NA,1
"REFERENCE SUBSTANCES",NA,1
"REFINING",NA,1
"REFLECTANCE",NA,1
"REFLECTED AND TRANSMITTED THZ PULSE",NA,1
"REFRACTIVE INDEX",NA,1
"REGENERATION",NA,1
"REGIOISOMERIC FLUOROCATHINONES",NA,1
"REGIOISOMERIC METHOXYPHENIDINES",NA,1
"REGIONAL VARIATION",NA,1
"REGIOSELECTIVITY",NA,1
"REGRESSION ANALYSIS",NA,3
"REGULATORY CLEANUP STANDARD",NA,1
"REGULATORY PERSPECTIVES",NA,1
"REGULATORY REQUIREMENT IN IMPURITY PROFILE",NA,1
"REGULATORY STATUS",NA,1
"RELATED ORGANIC IMPURITIES",NA,1
"RELATED PATENTS",NA,1
"RELATED SUBSTANCES",NA,3
"RELATIVE QUANTIFICATION",NA,1
"RELATIVE RAMAN BAND INTENSITIES WITHIN SPECTRUM, IN QUANTITATIVE MEASUREMENTS",NA,1
"RELATIVE RESPONSE FACTOR",NA,1
"RELATIVE SENSITIVITY",NA,1
"RELAXATION TIMES",NA,1
"REMAINING-AMOUNT ANALYSIS",NA,1
"REMOTE ANALYSIS",NA,1
"REMOVAL",NA,1
"REMOVAL EFFICIENCY",NA,1
"REMOVAL RATES",NA,1
"REPETITIVE GENOMIC CONTENT",NA,1
"REPRESENTATIVE",NA,1
"REPRESENTATIVE DATA",NA,1
"REPRODUCTIVE STRATEGY",NA,1
"REPRODUCTIVE TISSUE",NA,1
"RESEARCH PURPOSE: DESCRIPTIVE",NA,1
"RESEARCH SYNTHESIS",NA,1
"RESEARCH TRENDS",NA,1
"RESERVOIR TYPE",NA,2
"RESIDUE LEVEL",NA,1
"RESISTANT DEPRESSION",NA,1
"RESISTIVE HEATING",NA,1
"RESOLVING AGENT",NA,1
"RESONANCE",NA,1
"RESONANCE ASSIGNMENT",NA,1
"RESONANCE EFFECTS",NA,1
"RESPIRATORY PROTECTION",NA,1
"RESPIRATORY SUPPORT",NA,1
"RESPONDENT DRIVEN SAMPLING",NA,1
"RESTRICTION POLICIES",NA,1
"RETARDATION FACTOR",NA,1
"RETENTION INDEX VARIATION",NA,1
"RETENTION MECHANISM",NA,5
"RETENTION MODELLING",NA,1
"RETENTION MODELS",NA,1
"RETENTION PARAMETERS",NA,1
"RETENTION PREDICTION",NA,2
"RETENTION TIME LOCKING GAS-CHROMATOGRAPHY MASS SPECTROMETRY",NA,1
"RETRO-ENE",NA,1
"RETROSPECTIVE PREVALENCE",NA,1
"REVERSAL OF ENANTIOMER ELUTION ORDER",NA,1
"REVERSE FLOW INJECTION METHOD",NA,1
"REVERSE HIGH PERFORMANCE LIQUID CHROMATOGRAPHY",NA,1
"REVERSE PHASE HPLC",NA,1
"REVERSED-PHASE DISPERSIVE LIQUID-LIQUID MICROEXTRACTION",NA,1
"REVERSED-PHASE HIGH PERFORMANCE LIQUID CHROMATOGRAPHY",NA,1
"REVERSED-PHASE HPLC",NA,3
"REVERSED-PHASE LIQUID CHROMATOGRAPHY (RPLC)",NA,8
"REVERSED-PHASE/STRONG ANION-EXCHANGE",NA,1
"REVERSED PHASE CHROMATOGRAPHY",NA,2
"REVERSED PHASE COLUMN",NA,1
"REVERSED PHASE MODE",NA,1
"REWARD",NA,1
"RFID",NA,2
"RHEUM PALMATUM",NA,1
"RHF/STO-3G",NA,1
"RIBBONS",NA,1
"RIETVELD ANALYSIS",NA,1
"RIFAMPICIN",NA,1
"RIPENING",NA,1
"RISK BEHAVIOUR",NA,1
"RISK QUOTIENT",NA,3
"RISK TARIFF",NA,1
"RISK/BENEFIT",NA,1
"RISKS AND PRICES",NA,1
"RIVER WATER MONITORING",NA,1
"RNA-SEQ",NA,1
"RNA GEL BLOT ANALYSIS",NA,1
"RNAI",NA,1
"RO5-4864",NA,1
"ROASTING",NA,1
"ROBUST DISSOLUTION",NA,1
"ROBUSTNESS STUDY",NA,1
"ROBUSTNESS TESTING",NA,2
"ROHYPNOL ®",NA,1
"ROOT DEVELOPMENT",NA,1
"ROTAROD",NA,1
"ROTATING DISK SORPTIVE EXTRACTION",NA,1
"ROTOROD",NA,1
"ROUTE SPECIFIC IMPURITIES",NA,5
"ROUTE SPECIFIC MARKER IMPURITY",NA,1
"RP-HPLC",NA,10
"RP-HPLC COLUMN SELECTION",NA,1
"RP-LC",NA,2
"RP (IX)-C2 SUBGROUP",NA,1
"RPL16",NA,1
"RPL16-RPL14 SPACER REGION",NA,1
"RRS",NA,2
"RS,RS- AND RS,SR-ISOMERS",NA,1
"RTI-126",NA,1
"RU(BPY)3 2+",NA,1
"RU[(BPY)3]2+",NA,1
"RUBIACEAE",NA,2
"RULES",NA,1
"RURAL AREAS",NA,1
"RUTHENIUM COMPLEXES",NA,1
"RUTIN",NA,1
"RYE",NA,7
"RYE FLOUR",NA,1
"RYE PRODUCTS",NA,1
"S-CLENBUTEROL",NA,1
"S BENZYLISOQUINOLINE ALKALOID",NA,1
"S. DIVINORUN SPECIFIC PRIMER DESIGN",NA,1
"S/R-CATHINONE",NA,1
"S40503",NA,1
"SACI",NA,1
"SACRED MUSHROOMS",NA,1
"SAFE AND SECURE",NA,1
"SAFE WORK PRACTICES",NA,1
"SAFETY EVALUATION",NA,1
"SAFETY TRAINING",NA,1
"SAFFRON",NA,1
"SAFROLE BROMINATION",NA,1
"SAFROLE BROMINATION SYNTHESIS",NA,1
"SALAT",NA,1
"SALES CHANNELS",NA,1
"SALINITY",NA,1
"SALLE",NA,1
"SALMONELLA",NA,1
"SALT FORMATION OF PHARMACEUTICAL COMPOUND",NA,1
"SALT FORMERS",NA,1
"SALT STRESS",NA,1
"SALTS",NA,1
"SALVIA DIVINORUM EPLING & J√°TIVA-M.",NA,1
"SALVIA MILTIORRHIZA",NA,1
"SALVIA SPECIES",NA,2
"SALVIANOLIC ACID",NA,1
"SALVINORIN",NA,3
"SAMPLE-SAMPLE COMPARISON",NA,1
"SAMPLE ANALYSIS",NA,1
"SAMPLE CLEAN-UP",NA,1
"SAMPLE DIGESTION",NA,1
"SAMPLE DILUTION",NA,1
"SAMPLE ENRICHMENT",NA,1
"SAMPLE HANDLING",NA,1
"SAMPLE HOMOGENEITY, AND SAMPLING WITH FT-IR/ATR SPECTROSCOPY",NA,1
"SAMPLE INTRODUCTION",NA,1
"SAMPLE PREPARATION AND GC-MS OR LC-MS ANALYSIS",NA,1
"SAMPLE PRESERVATION",NA,1
"SAMPLE VOLUME OVERLOAD",NA,1
"SAMPLE/ELUENT SOLVENT MISMATCH",NA,1
"SAMPLING ERROR",NA,1
"SAMPLING METHODOLOGY",NA,1
"SAMPLING PLAN",NA,1
"SAMPLING RATE",NA,1
"SAMPLING TECHNIQUES, BULK/MACRO- AND MICRO-SAMPLE PREPARATION",NA,1
"SAN PEDRO",NA,1
"SAN PEDRO MACHO",NA,1
"SANDWICH TECHNIQUE",NA,1
"SAR",NA,2
"SARMS",NA,1
"SATURATED HYDROGEN BONDING",NA,1
"SATURATION",NA,1
"SBA-15 NANOCOMPOSITE",NA,1
"SCAFFOLD",NA,1
"SCAN MODE",NA,1
"SCANNING ELECTRON MICROSCOPY/ENERGY DISPERSIVE X-RAY SPECTROSCOPY",NA,1
"SCATTERING TECHNIQUES AND SAMPLE HANDLING REQUIREMENTS, MINIMAL",NA,1
"SCELETIUM TORTUOSUM",NA,1
"SCENT TRACING",NA,1
"SCHEDULE II DRUGS",NA,1
"SCHEELITE CAWO4",NA,1
"SCHIFF BASE COMPLEX",NA,1
"SCHIFF BASE COMPLEXES",NA,1
"SCHISANDRA CHINENSIS (TURCZ.) BAILL.",NA,1
